0,0
0.05,19.96533
0.1,29.906288
0.15,36.398771
0.2,41.371669
0.25,45.590262
0.3,49.424859
0.35,53.08228
0.4,56.692664
0.45,60.347374
0.5,64.117637
0.55,68.064755
0.6,72.246371
0.65,76.720886
0.7,81.551123
0.75,86.807959
0.8,92.574503
0.85,98.95152
0.9,106.065047
0.95,114.077777
1,123.206911
1.05,133.753385
1.1,146.151738
1.15,161.058668
1.2,179.516634
1.25,203.267945
1.3,235.379748
1.35,281.524948
1.4,352.648412
1.45,470.426179
1.5,677.451541
1.55,1051.068036
1.6,1703.275165
1.65,2726.517959
1.7,4137.981052
1.75,5832.619704
1.8,7939.55294
1.85,10565.294335
1.9,13843.912965
1.95,17970.359698
2,23423.776432
2.05,32234.32596
2.1,51366.778967
2.15,84577.843501
2.2,121162.493322
2.25,160127.812767
2.3,202470.282
